Name,Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars
Mount Ida Trail,HARD,9.2,2375,Out & Back,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.8
Chautauqua Trail,EASY,1.2,419,Out & Back,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.2
Helen Hunt Falls Trail,EASY,0.1,6,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,3.9
Cascade Falls,EASY,7.4,675,Out & Back,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
Hells Hole Trail,MODERATE,7.9,1912,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.3
Stanley Canyon Trail,HARD,5.8,1702,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3
Blodgett Peak ,HARD,3.3,2296,Out & Back,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1
Mount Sherman Trail,MODERATE,4.4,2011,Loop,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Pike National Forest,4.4
"Meadowlark, Red Mesa, Plymouth Creek and Mountain Loop",MODERATE,10.1,2037,Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deer Creek Canyon Park,4.3
Bear Peak Canyon Loop Trail,HARD,7.6,2811,Loop,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.5
"Gregory Canyon, Range View and Flagstaff Trail Loop",MODERATE,3.6,1197,Loop,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3
"Gregory Canyon, Ranger, E.M. Greenman, Saddle Rock Loop",HARD,3.2,1463,Loop,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.5
Sprague Lake Trail,EASY,0.8,32,Loop,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.1
Horsethief Falls Trail,MODERATE,2.5,551,Out & Back,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3
Mount Evans and Mount Spalding Loop Trail,HARD,3.5,1729,Loop,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.6
Fountain Valley Loop Trail,EASY,2.3,324,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roxborough State Park,4.3
Timberline Falls and Sky Pond Trail,MODERATE,9.3,2162,Loop,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.9
Mount Royal Trail,HARD,3.9,1374,Out & Back,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walter Byron Memorial Park,4.6
Beaver Lake Trail,MODERATE,6.3,1689,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.3
Raspberry Mountain Trail Via Ring the Peak Trail,MODERATE,4.6,1013,Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Rainbow Lakes Trail,EASY,2.5,334,Out & Back,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.9
Jasper Lake Trail,MODERATE,10.8,2011,Out & Back,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.6
South Boulder Peak Trail,HARD,7.5,2936,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.7
Pancake Rocks and Horsethief Falls Trail,MODERATE,6.7,1837,Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Cascade Creek Trail to Mirror Lake and Crater Lake ,HARD,14.6,2375,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.8
Shelf Lake Trail,MODERATE,6.8,2076,Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.4
Sniktau Mountain Trail,HARD,3.5,1532,Out & Back,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.6
Glacier Gorge Trail,MODERATE,2.8,403,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.7
Red Rocks and Morrison Slide Trails,MODERATE,3.0,679,Loop,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rocks Park,4.3
Mesa Trail,MODERATE,7.5,1650,Out & Back,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.2
Pulpit Rock Park Trail,EASY,4.2,583,Loop,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin Bluffs Open Space - Pulpit Rock,4.0
Cathedral Lake Trail,HARD,5.3,2073,Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.8
"Waldrup Trail, St. Vrain Trail, and Mitchell Trail, Little Raven Trail to Brainard Lake",EASY,6.1,557,Loop,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Brainard Lake Recreation Area,4.1
South Park 600 to Square Top Lakes,MODERATE,4.1,921,Out & Back,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.5
Paint Mines Trail,EASY,3.4,334,Loop,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paint Mines Interpretive Park,4.2
Browns Creek Waterfall Trail,MODERATE,6.2,941,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.5
Eagles Peak Trail,HARD,3.6,2106,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Mount Falcon Park Upper Loop,MODERATE,3.9,538,Loop,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Falcon Park,4.2
Lookout Mountain Trail,MODERATE,7.7,1525,Out & Back,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Heights Park,4.1
Upper Piney River Falls Trail,MODERATE,5.9,731,Out & Back,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.5
Pitkin Lake Trail,HARD,9.5,2975,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.7
Sapphire Point Overlook Trail,EASY,0.6,32,Loop,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Swan Mountain Recreation Area,4.5
Second Creek Trail to Twin Cones,MODERATE,4.6,1466,Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.6
Ute Valley Park Loop Trail,MODERATE,3.4,390,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ute Valley Park,4.2
Rawhide Trail,MODERATE,4.5,856,Loop,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.3
Mount Flora Trail,MODERATE,6.0,1765,Out & Back,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.7
Rampart Reservoir via Rainbow Gulch Trail,EASY,3.4,269,Out & Back,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Palmer Park Outer Loop Trail,MODERATE,7.4,849,Loop,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.0
Staunton Ranch and Bugling Elk Loop Trail,MODERATE,8.8,1574,Loop,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Staunton State Park,4.4
Turkey Trot Trail,MODERATE,3.0,793,Loop,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Falcon Park,4.2
Bluffs Regional Park Trail,EASY,2.8,367,Loop,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bluffs Regional Park,4.2
Black Lake Trail,HARD,9.7,1643,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.8
Idaho Springs Reservoir Via Chicago Lakes Trail,MODERATE,3.9,797,Loop,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Echo Lake Park,4.4
Torreys Peak Kelso Ridge Loop via Gray's Peak Trail,HARD,7.6,3549,Loop,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.6
Odessa Lake Via Fern Lake Trail,MODERATE,8.3,2004,Out & Back,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.7
Mesa-Cortina Trail to South Willow Creek Falls,MODERATE,8.7,1338,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.2
Panorama Point To Bear Creek Trail Loop,EASY,2.9,649,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corwina Park,4.5
Windy Peak via Mountain Lion Trail,MODERATE,5.9,1627,Out & Back,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.4
O'Fallon Park Upper Loop Trail,MODERATE,3.6,908,Loop,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ofallon Municipal Park,4.0
Bear Peak via Shanahan Ridge,HARD,4.5,2611,Out & Back,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.7
Maroon Bells Scenic Loop Trail,EASY,1.7,141,Loop,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.7
South Table Mountain Trail Loop,EASY,8.9,1145,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Table Mountain Park,4.0
Sandbeach Lake Trail,HARD,8.6,2086,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rocky Mountain National Park,4.5
Mayhem Gulch  Juniper Loop Trail,MODERATE,4.7,797,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fillius Park,3.8
Fowler Trail,EASY,4.0,433,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eldorado Canyon State Park,4.4
Hallett Peak,HARD,9.2,3254,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.9
Hessie Trail,EASY,2.5,446,Loop,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.4
Susan G. Bretag Trail and Palmer Trail Loop,MODERATE,2.5,321,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.3
Grays Peak Trail from I-70,HARD,13.0,4429,Out & Back,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.7
Mount of the Holy Cross Trail,HARD,12.5,5980,Out & Back,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.7
Pawnee Pass Trail,HARD,8.9,2103,Out & Back,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.8
Evergreen Mountain Trail,MODERATE,4.2,816,Out & Back,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,4.2
Bergen Peak and Elk Meadows Trail,HARD,8.3,1768,Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elk Meadow Park,4.2
Gore Creek Trail to Buffalo Pass,MODERATE,12.8,3172,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.6
"Box O' Rox, Rooney, Hayden, and Green Mountain Trails Loop",MODERATE,9.7,1689,Loop,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William F Hayden Green Mountain Park,3.9
Shanahan Ridge Trail,EASY,3.7,790,Loop,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3
Timberline Lake Trail,MODERATE,5.5,905,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.4
Enchanted Mesa and McLintock Nature Trails,EASY,1.9,419,Loop,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.2
Siamese Twins Loop Trail,EASY,0.5,104,Loop,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.3
Ouzel Lake Trail,MODERATE,9.4,1683,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.6
Kruger Rock Trail,MODERATE,4.0,977,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hermit Park,4.5
High Dune Trail,HARD,2.2,492,Loop,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Sand Dunes National Park,4.8
Columbine Trail,MODERATE,7.6,1607,Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Cheyenne Cañon Park,4.2
Columbine Lake via Caribou Pass Trail ,MODERATE,7.3,1102,Out & Back,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.7
Abyss Trail,MODERATE,15.1,3225,Out & Back,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.4
Templeton Trail,MODERATE,3.9,524,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.2
Emmaline Lake Trail,MODERATE,13.0,2135,Out & Back,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.5
Horseshoe Trail to Frazer Meadow,MODERATE,3.8,944,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.3
Panorama Point Trail,MODERATE,4.7,1043,Loop,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.2
Ptarmigan Trail,MODERATE,3.9,961,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.2
Inner Canyon Loop Trail,EASY,5.8,695,Loop,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Castlewood Canyon State Park,4.3
Ouray Perimeter Trail,MODERATE,6.4,1847,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Uncompahgre Wilderness,4.5
Lake Helene Trail,MODERATE,6.0,1338,Out & Back,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.7
Maroon Peak Trail,HARD,6.8,1250,Out & Back,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.7
Shadow Pines Loop Trail,EASY,3.9,360,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flying J Ranch Park,4.2
Rampart Reservoir Trail,MODERATE,13.2,928,Loop,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Burro Trail,MODERATE,6.1,918,Out & Back,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Kingdow Park,4.2
Sallie Barber Mine Trail,EASY,2.8,393,Out & Back,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.2
Centennial Cone Trail,MODERATE,13.1,2129,Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jefferson County Open Space,4.0
Mount Audubon Trail,HARD,7.4,2670,Out & Back,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.6
Forest Lakes Trail,MODERATE,6.8,1541,Out & Back,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Peak Wilderness,4.5
White Ranch Loop,MODERATE,4.6,938,Loop,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.0
Mount Elbert East Ridge Trail,HARD,12.3,4888,Loop,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.6
Crystal Lake Trail,HARD,8.4,2568,Out & Back,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.4
James Peak Trail,HARD,8.0,2949,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,James Peak Wilderness,4.7
Rainbow Hot Springs,MODERATE,10.0,1637,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,San Juan National Forest,4.4
Zapata Falls Trail,MODERATE,0.8,183,Out & Back,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.4
Mount Yale Summit Trail,HARD,8.7,4238,Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collegiate Peaks Wilderness,4.7
Belcher Hill Trail,MODERATE,7.8,1961,Out & Back,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.1
Betasso Preserve Trail,MODERATE,7.8,1220,Loop,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Betasso Preserve,4.1
East Inlet Trail to Lone Pine Lake,MODERATE,10.6,1794,Out & Back,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.6
Ute Trail,HARD,5.3,3169,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.6
Shadow Canyon Trail to South Boulder Peak,HARD,7.8,2995,Loop,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.4
Sugarloaf Mountain Trail,MODERATE,1.3,439,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.4
Staunton Ranch and Overlook Trail,EASY,11.4,2017,Loop,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Staunton State Park,4.2
Wheeler Lakes,MODERATE,6.7,1568,Out & Back,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.2
