Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach
Stanley Canyon Trail,HARD,5.8 miles,"1,702 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blodgett Peak ,HARD,3.3 miles,"2,296 feet",Out & Back,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Sherman Trail,MODERATE,4.4 miles,"2,011 feet",Loop,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Meadowlark, Red Mesa, Plymouth Creek and Mountain Loop",MODERATE,10.1 miles,"2,037 feet",Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Peak Canyon Loop Trail,HARD,7.6 miles,"2,811 feet",Loop,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gregory Canyon, Range View and Flagstaff Trail Loop",MODERATE,3.6 miles,"1,197 feet",Loop,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gregory Canyon, Ranger, E.M. Greenman, Saddle Rock Loop",HARD,3.2 miles,"1,463 feet",Loop,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprague Lake Trail,EASY,0.8 miles,32 feet,Loop,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Horsethief Falls Trail,MODERATE,2.5 miles,551 feet,Out & Back,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Evans and Mount Spalding Loop Trail,HARD,3.5 miles,"1,729 feet",Loop,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fountain Valley Loop Trail,EASY,2.3 miles,324 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timberline Falls and Sky Pond Trail,MODERATE,9.3 miles,"2,162 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Royal Trail,HARD,3.9 miles,"1,374 feet",Out & Back,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver Lake Trail,MODERATE,6.3 miles,"1,689 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maroon Snowmass Trail to North Fork Crystal River Loop,HARD,25.2 miles,"7,732 feet",Loop,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raspberry Mountain Trail Via Ring the Peak Trail,MODERATE,4.6 miles,"1,013 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow Lakes Trail,EASY,2.5 miles,334 feet,Out & Back,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper Lake Trail,MODERATE,10.8 miles,"2,011 feet",Out & Back,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Boulder Peak Trail,HARD,7.5 miles,"2,936 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pancake Rocks and Horsethief Falls Trail,MODERATE,6.7 miles,"1,837 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascade Creek Trail to Mirror Lake and Crater Lake ,HARD,14.6 miles,"2,375 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shelf Lake Trail,MODERATE,6.8 miles,"2,076 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniktau Mountain Trail,HARD,3.5 miles,"1,532 feet",Out & Back,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glacier Gorge Trail,MODERATE,2.8 miles,403 feet,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rocks and Morrison Slide Trails,MODERATE,3.0 miles,679 feet,Loop,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa Trail,MODERATE,7.5 miles,"1,650 feet",Out & Back,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulpit Rock Park Trail,EASY,4.2 miles,583 feet,Loop,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathedral Lake Trail,HARD,5.3 miles,"2,073 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waldrup Trail, St. Vrain Trail, and Mitchell Trail, Little Raven Trail to Brainard Lake",EASY,6.1 miles,557 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Park 600 to Square Top Lakes,MODERATE,4.1 miles,921 feet,Out & Back,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paint Mines Trail,EASY,3.4 miles,334 feet,Loop,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns Creek Waterfall Trail,MODERATE,6.2 miles,941 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagles Peak Trail,HARD,3.6 miles,"2,106 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Falcon Park Upper Loop,MODERATE,3.9 miles,538 feet,Loop,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout Mountain Trail,MODERATE,7.7 miles,"1,525 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Piney River Falls Trail,MODERATE,5.9 miles,731 feet,Out & Back,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pitkin Lake Trail,HARD,9.5 miles,"2,975 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapphire Point Overlook Trail,EASY,0.6 miles,32 feet,Loop,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Second Creek Trail to Twin Cones,MODERATE,4.6 miles,"1,466 feet",Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ute Valley Park Loop Trail,MODERATE,3.4 miles,390 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rawhide Trail,MODERATE,4.5 miles,856 feet,Loop,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Flora Trail,MODERATE,6.0 miles,"1,765 feet",Out & Back,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rampart Reservoir via Rainbow Gulch Trail,EASY,3.4 miles,269 feet,Out & Back,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmer Park Outer Loop Trail,MODERATE,7.4 miles,849 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staunton Ranch and Bugling Elk Loop Trail,MODERATE,8.8 miles,"1,574 feet",Loop,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Turkey Trot Trail,MODERATE,3.0 miles,793 feet,Loop,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluffs Regional Park Trail,EASY,2.8 miles,367 feet,Loop,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Lake Trail,HARD,9.7 miles,"1,643 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho Springs Reservoir Via Chicago Lakes Trail,MODERATE,3.9 miles,797 feet,Loop,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Torreys Peak Kelso Ridge Loop via Gray's Peak Trail,HARD,7.6 miles,"3,549 feet",Loop,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Odessa Lake Via Fern Lake Trail,MODERATE,8.3 miles,"2,004 feet",Out & Back,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Lakes Trail,EASY,3.3 miles,479 feet,Out & Back,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa-Cortina Trail to South Willow Creek Falls,MODERATE,8.7 miles,"1,338 feet",Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Panorama Point To Bear Creek Trail Loop,EASY,2.9 miles,649 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windy Peak via Mountain Lion Trail,MODERATE,5.9 miles,"1,627 feet",Out & Back,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O'Fallon Park Upper Loop Trail,MODERATE,3.6 miles,908 feet,Loop,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Peak via Shanahan Ridge,HARD,4.5 miles,"2,611 feet",Out & Back,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maroon Bells Scenic Loop Trail,EASY,1.7 miles,141 feet,Loop,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Table Mountain Trail Loop,EASY,8.9 miles,"1,145 feet",Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandbeach Lake Trail,HARD,8.6 miles,"2,086 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mayhem Gulch  Juniper Loop Trail,MODERATE,4.7 miles,797 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fowler Trail,EASY,4.0 miles,433 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hallett Peak,HARD,9.2 miles,"3,254 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hessie Trail,EASY,2.5 miles,446 feet,Loop,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan G. Bretag Trail and Palmer Trail Loop,MODERATE,2.5 miles,321 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grays Peak Trail from I-70,HARD,13.0 miles,"4,429 feet",Out & Back,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mount of the Holy Cross Trail,HARD,12.5 miles,"5,980 feet",Out & Back,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pawnee Pass Trail,HARD,8.9 miles,"2,103 feet",Out & Back,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evergreen Mountain Trail,MODERATE,4.2 miles,816 feet,Out & Back,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergen Peak and Elk Meadows Trail,HARD,8.3 miles,"1,768 feet",Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gore Creek Trail to Buffalo Pass,MODERATE,12.8 miles,"3,172 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Box O' Rox, Rooney, Hayden, and Green Mountain Trails Loop",MODERATE,9.7 miles,"1,689 feet",Loop,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanahan Ridge Trail,EASY,3.7 miles,790 feet,Loop,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timberline Lake Trail,MODERATE,5.5 miles,905 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enchanted Mesa and McLintock Nature Trails,EASY,1.9 miles,419 feet,Loop,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siamese Twins Loop Trail,EASY,0.5 miles,104 feet,Loop,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ouzel Lake Trail,MODERATE,9.4 miles,"1,683 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kruger Rock Trail,MODERATE,4.0 miles,977 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Dune Trail,HARD,2.2 miles,492 feet,Loop,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbine Trail,MODERATE,7.6 miles,"1,607 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Columbine Lake via Caribou Pass Trail ,MODERATE,7.3 miles,"1,102 feet",Out & Back,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abyss Trail,MODERATE,15.1 miles,"3,225 feet",Out & Back,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Templeton Trail,MODERATE,3.9 miles,524 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmaline Lake Trail,MODERATE,13.0 miles,"2,135 feet",Out & Back,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horseshoe Trail to Frazer Meadow,MODERATE,3.8 miles,944 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panorama Point Trail,MODERATE,4.7 miles,"1,043 feet",Loop,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptarmigan Trail,MODERATE,3.9 miles,961 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inner Canyon Loop Trail,EASY,5.8 miles,695 feet,Loop,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouray Perimeter Trail,MODERATE,6.4 miles,"1,847 feet",Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lake Helene Trail,MODERATE,6.0 miles,"1,338 feet",Out & Back,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maroon Peak Trail,HARD,6.8 miles,"1,250 feet",Out & Back,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Pines Loop Trail,EASY,3.9 miles,360 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rampart Reservoir Trail,MODERATE,13.2 miles,928 feet,Loop,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burro Trail,MODERATE,6.1 miles,918 feet,Out & Back,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Sallie Barber Mine Trail,EASY,2.8 miles,393 feet,Out & Back,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Mill,MODERATE,8.2 miles,"1,040 feet",Out & Back,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centennial Cone Trail,MODERATE,13.1 miles,"2,129 feet",Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Audubon Trail,HARD,7.4 miles,"2,670 feet",Out & Back,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest Lakes Trail,MODERATE,6.8 miles,"1,541 feet",Out & Back,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Ranch Loop,MODERATE,4.6 miles,938 feet,Loop,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Elbert East Ridge Trail,HARD,12.3 miles,"4,888 feet",Loop,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crystal Lake Trail,HARD,8.4 miles,"2,568 feet",Out & Back,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Peak Trail,HARD,8.0 miles,"2,949 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Rainbow Hot Springs,MODERATE,10.0 miles,"1,637 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zapata Falls Trail,MODERATE,0.8 miles,183 feet,Out & Back,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Yale Summit Trail,HARD,8.7 miles,"4,238 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belcher Hill Trail,MODERATE,7.8 miles,"1,961 feet",Out & Back,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betasso Preserve Trail,MODERATE,7.8 miles,"1,220 feet",Loop,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Inlet Trail to Lone Pine Lake,MODERATE,10.6 miles,"1,794 feet",Out & Back,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ute Trail,HARD,5.3 miles,"3,169 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Canyon Trail to South Boulder Peak,HARD,7.8 miles,"2,995 feet",Loop,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugarloaf Mountain Trail,MODERATE,1.3 miles,439 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staunton Ranch and Overlook Trail,EASY,11.4 miles,"2,017 feet",Loop,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Wheeler Lakes,MODERATE,6.7 miles,"1,568 feet",Out & Back,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Berrypicker Trail,MODERATE,6.1 miles,"2,224 feet",Out & Back,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heizer Trail,HARD,5.6 miles,"2,473 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Rosa Trail,MODERATE,3.7 miles,"1,233 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animas Mountain Trail,MODERATE,6.0 miles,"1,519 feet",Loop,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Buffalo Mountain Trail,HARD,5.3 miles,"3,011 feet",Out & Back,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Coyote Ridge Trail,EASY,4.1 miles,564 feet,Out & Back,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Trail,EASY,8.7 miles,"1,916 feet",Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grizzly Creek Trail,MODERATE,7.9 miles,"1,847 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kroenke Lake Trail,MODERATE,8.6 miles,"1,683 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Loop and Ridge Trail,EASY,4.6 miles,521 feet,Loop,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
