,Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars,Unnamed: 0,link
79,Mount Morrison South Ridge Trail,HARD,3.2 miles,"1,856 feet",Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matthews Winters Park,4.4,79,https://www.alltrails.com/trail/us/colorado/mount-morrison-south-ridge-trail?ref=result-card
80,Mount Muscoco Trail,MODERATE,3.7 miles,"1,289 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,4.6,80,https://www.alltrails.com/trail/us/colorado/mount-muscoco-trail?ref=result-card
81,Butler Gulch Trail,HARD,4.9 miles,"1,502 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Arapaho National Forest,4.6,81,https://www.alltrails.com/trail/us/colorado/butler-gulch?ref=result-card
82,Fish Creek Falls Trail,HARD,4.7 miles,"1,450 feet",Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Medicine Bow-Routt National Forest,4.6,82,https://www.alltrails.com/trail/us/colorado/fish-creek-falls-trail?ref=result-card
83,Arthur's Rock Trail,HARD,2.8 miles,"1,105 feet",Out & Back,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charles A Lory State Park,4.5,83,https://www.alltrails.com/trail/us/colorado/arthurs-rock?ref=result-card
84,Raccoon Trail,MODERATE,4.0 miles,754 feet,Loop,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.3,84,https://www.alltrails.com/trail/us/colorado/raccoon-trail?ref=result-card
85,Parmalee Trail Loop,MODERATE,3.0 miles,554 feet,Loop,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Falcon Park,4.2,85,https://www.alltrails.com/trail/us/colorado/parmalee-trail-loop?ref=result-card
86,Bear Creek Trail,MODERATE,4.5 miles,"1,092 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bear Creek Preserve,4.7,86,https://www.alltrails.com/trail/us/colorado/bear-creek-preserve-trail?ref=result-card
87,Lily Mountain Trail,MODERATE,3.6 miles,"1,240 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Roosevelt/Arapaho National Forest,4.4,87,https://www.alltrails.com/trail/us/colorado/lily-mountain-trail?ref=result-card
88,Maroon Bells-Snowmass Wilderness Loop,HARD,29.1 miles,"7,933 feet",Loop,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.9,88,https://www.alltrails.com/trail/us/colorado/maroon-bells-snowmass-wilderness-loop?ref=result-card
89,Rocks and Vistas Garden of the Gods Trail,EASY,4.0 miles,593 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Garden of the Gods,4.3,89,https://www.alltrails.com/trail/us/colorado/rocks-and-vistas-garden-of-the-gods-trail?ref=result-card
90,Devils Thumb Pass and King Lake Trail,HARD,15.0 miles,"3,533 feet",Loop,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indian Peaks Wilderness,4.7,90,https://www.alltrails.com/trail/us/colorado/devils-thumb-pass-and-king-lake-trail?ref=result-card
91,Red Rocks Trail,EASY,1.3 miles,393 feet,Loop,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.1,91,https://www.alltrails.com/trail/us/colorado/red-rocks-trail?ref=result-card
92,Bridal Veil Falls via Cow Creek Trail,MODERATE,6.0 miles,994 feet,Out & Back,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.4,92,https://www.alltrails.com/trail/us/colorado/bridal-veil-falls-trail?ref=result-card
93,Mayflower Gulch Grand Traverse,MODERATE,5.9 miles,"1,463 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,White River National Forest,4.6,93,https://www.alltrails.com/trail/us/colorado/mayflower-gulch-grand-traverse?ref=result-card
94,Flatirons Vista Trail,EASY,3.5 miles,285 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,94,https://www.alltrails.com/trail/us/colorado/flatirons-vista-trail?ref=result-card
95,Goose Creek Trail 612 to McCurdy Trail ,MODERATE,12.4 miles,"2,257 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lost Creek Wilderness,4.5,95,https://www.alltrails.com/trail/us/colorado/goose-creek-trail-612-to-mccurdy-trail?ref=result-card
96,Carpenter Peak Trail,MODERATE,6.0 miles,"1,013 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roxborough State Park,4.3,96,https://www.alltrails.com/trail/us/colorado/carpenter-peak-trail?ref=result-card
97,Dakota Ridge and Red Rocks Trail Loop,MODERATE,7.4 miles,"1,538 feet",Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dinosaur Park,4.0,97,https://www.alltrails.com/trail/us/colorado/dakota-ridge-and-red-rocks-trail-loop?ref=result-card
98,Waterton Canyon Trail,EASY,12.4 miles,688 feet,Out & Back,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chatfield State Park,4.1,98,https://www.alltrails.com/trail/us/colorado/waterton-canyon-trail?ref=result-card
99,Forsythe Canyon to Waterfall and Gross Reservoir,EASY,2.2 miles,387 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.2,99,https://www.alltrails.com/trail/us/colorado/forsythe-canyon-to-waterfall-and-gross-reservoir?ref=result-card
100,Adams Falls Trail,EASY,0.7 miles,98 feet,Loop,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,100,https://www.alltrails.com/trail/us/colorado/adams-falls-trail?ref=result-card
101,North Ten Mile Creek Trail,MODERATE,6.5 miles,889 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.4,101,https://www.alltrails.com/trail/us/colorado/north-ten-mile-creek-trail?ref=result-card
102,Nightbird Gulch Trail to Mount Galbraith Loop,MODERATE,4.7 miles,"1,243 feet",Loop,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Galbraith Park,4.2,102,https://www.alltrails.com/trail/us/colorado/nightbird-gulch-trail-to-mount-galbraith-loop?ref=result-card
103,Cub Lake Trail Loop,MODERATE,6.0 miles,744 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.3,103,https://www.alltrails.com/trail/us/colorado/cub-lake-trail-loop?ref=result-card
104,Devil's Backbone Nature Trail,EASY,4.3 miles,564 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Devil's Backbone Open Space,4.1,104,https://www.alltrails.com/trail/us/colorado/devils-backbone-nature-trail?ref=result-card
105,Monarch Lake Loop Trail,MODERATE,4.2 miles,223 feet,Loop,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.5,105,https://www.alltrails.com/trail/us/colorado/monarch-lake-loop-trail?ref=result-card
106,Conundrum Creek Trail to Conundrum Hot Springs,HARD,16.7 miles,"2,791 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White River National Forest,4.8,106,https://www.alltrails.com/trail/us/colorado/conundrum-creek-trail-to-conundrum-hot-springs?ref=result-card
107,Ceran Saint Vrain Trail,EASY,3.5 miles,318 feet,Out & Back,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.5,107,https://www.alltrails.com/trail/us/colorado/ceran-saint-vrain-trail?ref=result-card
108,Mount Herman Trail,MODERATE,2.1 miles,895 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3,108,https://www.alltrails.com/trail/us/colorado/mount-herman-trail?ref=result-card
109,Lake Gulch Trail Loop,EASY,1.7 miles,200 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Castlewood Canyon State Park,4.3,109,https://www.alltrails.com/trail/us/colorado/lake-gulch-trail-loop?ref=result-card
110,Eagle's View Trail Loop,MODERATE,4.2 miles,"1,082 feet",Loop,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reynolds Ranch County Park,4.5,110,https://www.alltrails.com/trail/us/colorado/eagles-view-trail-loop?ref=result-card
111,Flattop Mountain Trail,HARD,8.2 miles,"2,870 feet",Out & Back,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.7,111,https://www.alltrails.com/trail/us/colorado/flattop-mountain-trail?ref=result-card
112,Chimney Gulch Trail from Highway 6,HARD,6.4 miles,"1,742 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorow Mountain Park,4.1,112,https://www.alltrails.com/trail/us/colorado/chimney-gulch?ref=result-card
113,Garden of the Gods Loop Trail,EASY,3.7 miles,416 feet,Loop,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.4,113,https://www.alltrails.com/trail/us/colorado/garden-of-the-gods-loop-trail?ref=result-card
114,Heart Lake via Rogers Pass Trail,HARD,8.9 miles,"2,680 feet",Out & Back,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.6,114,https://www.alltrails.com/trail/us/colorado/heart-lake-via-rogers-pass-trail?ref=result-card
115,Missouri Lakes Trail,MODERATE,7.2 miles,"1,581 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.8,115,https://www.alltrails.com/trail/us/colorado/missouri-lakes-trail?ref=result-card
116,Bear Creek and Bruin Bluff Trail ,MODERATE,14.6 miles,"2,280 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lair o' the Bear Park,4.1,116,https://www.alltrails.com/trail/us/colorado/bear-creek-and-bruin-bluff-trail?ref=result-card
117,Mount Ida Trail,HARD,9.2 miles,"2,375 feet",Out & Back,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.8,117,https://www.alltrails.com/trail/us/colorado/mount-ida-trail?ref=result-card
118,Chautauqua Trail,EASY,1.2 miles,419 feet,Out & Back,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.2,118,https://www.alltrails.com/trail/us/colorado/chautauqua-trail?ref=result-card
119,Helen Hunt Falls Trail,EASY,0.1 miles,6 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,3.9,119,https://www.alltrails.com/trail/us/colorado/helen-hunt-falls-trail?ref=result-card
120,Cascade Falls,EASY,7.4 miles,675 feet,Out & Back,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,120,https://www.alltrails.com/trail/us/colorado/cascade-falls?ref=result-card
121,Hells Hole Trail,MODERATE,7.9 miles,"1,912 feet",Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.3,121,https://www.alltrails.com/trail/us/colorado/hells-hole-trail?ref=result-card
122,Stanley Canyon Trail,HARD,5.8 miles,"1,702 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3,122,https://www.alltrails.com/trail/us/colorado/stanley-canyon-trail?ref=result-card
123,Blodgett Peak ,HARD,3.3 miles,"2,296 feet",Out & Back,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1,123,https://www.alltrails.com/trail/us/colorado/blodgett-peak?ref=result-card
124,Mount Sherman Trail,MODERATE,4.4 miles,"2,011 feet",Loop,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Pike National Forest,4.4,124,https://www.alltrails.com/trail/us/colorado/mount-sherman-trail?ref=result-card
125,"Meadowlark, Red Mesa, Plymouth Creek and Mountain Loop",MODERATE,10.1 miles,"2,037 feet",Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deer Creek Canyon Park,4.3,125,https://www.alltrails.com/trail/us/colorado/meadown-lark-to-to-red-mesa-plymouth-mountain-and-plymouth-creek-loop?ref=result-card
126,Bear Peak Canyon Loop Trail,HARD,7.6 miles,"2,811 feet",Loop,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.5,126,https://www.alltrails.com/trail/us/colorado/bear-peak-canyon-loop-trail?ref=result-card
127,"Gregory Canyon, Range View and Flagstaff Trail Loop",MODERATE,3.6 miles,"1,197 feet",Loop,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3,127,https://www.alltrails.com/trail/us/colorado/gregory-canyon-range-view-and-flagstaff-trail-loop?ref=result-card
128,"Gregory Canyon, Ranger, E.M. Greenman, Saddle Rock Loop",HARD,3.2 miles,"1,463 feet",Loop,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.5,128,https://www.alltrails.com/trail/us/colorado/gregory-canyon-ranger-em-greenman-saddle-rock-loop?ref=result-card
129,Sprague Lake Trail,EASY,0.8 miles,32 feet,Loop,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.1,129,https://www.alltrails.com/trail/us/colorado/sprague-lake-trail?ref=result-card
130,Horsethief Falls Trail,MODERATE,2.5 miles,551 feet,Out & Back,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3,130,https://www.alltrails.com/trail/us/colorado/horsethief-falls-trail?ref=result-card
131,Mount Evans and Mount Spalding Loop Trail,HARD,3.5 miles,"1,729 feet",Loop,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.6,131,https://www.alltrails.com/trail/us/colorado/mount-evans-and-mount-spalding-loop-trail?ref=result-card
132,Fountain Valley Loop Trail,EASY,2.3 miles,324 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roxborough State Park,4.3,132,https://www.alltrails.com/trail/us/colorado/fountain-valley-loop-trail?ref=result-card
133,Timberline Falls and Sky Pond Trail,MODERATE,9.3 miles,"2,162 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.9,133,https://www.alltrails.com/trail/us/colorado/timberline-falls-and-sky-pond-trail?ref=result-card
134,Mount Royal Trail,HARD,3.9 miles,"1,374 feet",Out & Back,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walter Byron Memorial Park,4.6,134,https://www.alltrails.com/trail/us/colorado/royal-mountain?ref=result-card
135,Beaver Lake Trail,MODERATE,6.3 miles,"1,689 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.3,135,https://www.alltrails.com/trail/us/colorado/beaver-lake-trail?ref=result-card
136,Maroon Snowmass Trail to North Fork Crystal River Loop,HARD,25.2 miles,"7,732 feet",Loop,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.9,136,https://www.alltrails.com/trail/us/colorado/maroon-snowmass-trail-to-north-fork-crystal-river-loop?ref=result-card
137,Raspberry Mountain Trail Via Ring the Peak Trail,MODERATE,4.6 miles,"1,013 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5,137,https://www.alltrails.com/trail/us/colorado/raspberry-mountain-trail-via-ring-the-peak-trail?ref=result-card
138,Rainbow Lakes Trail,EASY,2.5 miles,334 feet,Out & Back,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.9,138,https://www.alltrails.com/trail/us/colorado/rainbow-lakes-trail?ref=result-card
139,Jasper Lake Trail,MODERATE,10.8 miles,"2,011 feet",Out & Back,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.6,139,https://www.alltrails.com/trail/us/colorado/jasper-lake-trail?ref=result-card
140,South Boulder Peak Trail,HARD,7.5 miles,"2,936 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.7,140,https://www.alltrails.com/trail/us/colorado/south-boulder-peak-trail?ref=result-card
141,Pancake Rocks and Horsethief Falls Trail,MODERATE,6.7 miles,"1,837 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5,141,https://www.alltrails.com/trail/us/colorado/pancake-rocks-and-horsethief-falls-trail?ref=result-card
142,Cascade Creek Trail to Mirror Lake and Crater Lake ,HARD,14.6 miles,"2,375 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.8,142,https://www.alltrails.com/trail/us/colorado/cascade-creek-trail-to-mirror-lake-and-crater-lake?ref=result-card
143,Shelf Lake Trail,MODERATE,6.8 miles,"2,076 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.4,143,https://www.alltrails.com/trail/us/colorado/shelf-lake-trail?ref=result-card
144,Sniktau Mountain Trail,HARD,3.5 miles,"1,532 feet",Out & Back,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.6,144,https://www.alltrails.com/trail/us/colorado/sniktau-mountain-trail?ref=result-card
145,Glacier Gorge Trail,MODERATE,2.8 miles,403 feet,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.7,145,https://www.alltrails.com/trail/us/colorado/glacier-gorge-trail?ref=result-card
146,Red Rocks and Morrison Slide Trails,MODERATE,3.0 miles,679 feet,Loop,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rocks Park,4.3,146,https://www.alltrails.com/trail/us/colorado/red-rocks-and-morrison-slide-trails--2?ref=result-card
147,Mesa Trail,MODERATE,7.5 miles,"1,650 feet",Out & Back,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.2,147,https://www.alltrails.com/trail/us/colorado/mesa-trail?ref=result-card
148,Pulpit Rock Park Trail,EASY,4.2 miles,583 feet,Loop,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin Bluffs Open Space - Pulpit Rock,4.0,148,https://www.alltrails.com/trail/us/colorado/pulpit-rock-park-trail?ref=result-card
149,Cathedral Lake Trail,HARD,5.3 miles,"2,073 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.8,149,https://www.alltrails.com/trail/us/colorado/cathedral-lake-trail?ref=result-card
150,"Waldrup Trail, St. Vrain Trail, and Mitchell Trail, Little Raven Trail to Brainard Lake",EASY,6.1 miles,557 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Brainard Lake Recreation Area,4.1,150,https://www.alltrails.com/trail/us/colorado/waldrup-trail-st-vrain-trail-and-mitchell-trail-little-raven-trail-to-brainard-lake?ref=result-card
151,South Park 600 to Square Top Lakes,MODERATE,4.1 miles,921 feet,Out & Back,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.5,151,https://www.alltrails.com/trail/us/colorado/south-park-600-to-square-top-lakes?ref=result-card
152,Paint Mines Trail,EASY,3.4 miles,334 feet,Loop,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paint Mines Interpretive Park,4.2,152,https://www.alltrails.com/trail/us/colorado/paint-mines-trail?ref=result-card
153,Browns Creek Waterfall Trail,MODERATE,6.2 miles,941 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.5,153,https://www.alltrails.com/trail/us/colorado/browns-creek-waterfall-trail?ref=result-card
154,Eagles Peak Trail,HARD,3.6 miles,"2,106 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5,154,https://www.alltrails.com/trail/us/colorado/eagles-peak-trail?ref=result-card
155,Mount Falcon Park Upper Loop,MODERATE,3.9 miles,538 feet,Loop,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Falcon Park,4.2,155,https://www.alltrails.com/trail/us/colorado/mount-falcon-park-upper-loop?ref=result-card
156,Lookout Mountain Trail,MODERATE,7.7 miles,"1,525 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Heights Park,4.1,156,https://www.alltrails.com/trail/us/colorado/lookout-mountain-trail?ref=result-card
157,Upper Piney River Falls Trail,MODERATE,5.9 miles,731 feet,Out & Back,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.5,157,https://www.alltrails.com/trail/us/colorado/upper-piney-river-falls-trail?ref=result-card
158,Pitkin Lake Trail,HARD,9.5 miles,"2,975 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.7,158,https://www.alltrails.com/trail/us/colorado/pitkin-lake-trail?ref=result-card
